Name,Date,Time,URL,Category,Probability,Color
srh_20240507T055840_12200_I.fit,2024-05-07,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240507/srh_20240507T055840_12200_I.fit,Bad,1,red
srh_20240507T072751_12200_I.fit,2024-05-07,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240507/srh_20240507T072751_12200_I.fit,Bad,1,red
srh_20240507T082851_12200_I.fit,2024-05-07,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240507/srh_20240507T082851_12200_I.fit,Bad,1,red
srh_20240506T035749_12200_I.fit,2024-05-06,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240506/srh_20240506T035749_12200_I.fit,Bad,1,red
srh_20240506T055841_12200_I.fit,2024-05-06,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240506/srh_20240506T055841_12200_I.fit,Bad,1,red
srh_20240506T061245_12200_I.fit,2024-05-06,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240506/srh_20240506T061245_12200_I.fit,Bad,1,red
srh_20240506T071346_12200_I.fit,2024-05-06,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240506/srh_20240506T071346_12200_I.fit,Bad,1,red
srh_20240506T072751_12200_I.fit,2024-05-06,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240506/srh_20240506T072751_12200_I.fit,Bad,1,red
srh_20240506T074306_12200_I.fit,2024-05-06,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240506/srh_20240506T074306_12200_I.fit,Bad,1,red
srh_20240506T032829_12200_I.fit,2024-05-06,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240506/srh_20240506T032829_12200_I.fit,Bad,1,red
srh_20240506T034345_12200_I.fit,2024-05-06,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240506/srh_20240506T034345_12200_I.fit,Bad,1,red
srh_20240506T042820_12200_I.fit,2024-05-06,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240506/srh_20240506T042820_12200_I.fit,Bad,1,red
srh_20240506T051255_12200_I.fit,2024-05-06,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240506/srh_20240506T051255_12200_I.fit,Bad,1,red
srh_20240506T054325_12200_I.fit,2024-05-06,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240506/srh_20240506T054325_12200_I.fit,Bad,1,red
srh_20240506T041305_12200_I.fit,2024-05-06,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240506/srh_20240506T041305_12200_I.fit,Bad,1,red
srh_20240506T044335_12200_I.fit,2024-05-06,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240506/srh_20240506T044335_12200_I.fit,Bad,1,red
srh_20240506T045850_12200_I.fit,2024-05-06,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240506/srh_20240506T045850_12200_I.fit,Bad,1,red
srh_20240506T065831_12200_I.fit,2024-05-06,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240506/srh_20240506T065831_12200_I.fit,Bad,1,red
srh_20240506T052810_12200_I.fit,2024-05-06,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240506/srh_20240506T052810_12200_I.fit,Bad,1,red
srh_20240506T062801_12200_I.fit,2024-05-06,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240506/srh_20240506T062801_12200_I.fit,Bad,1,red
srh_20240506T064316_12200_I.fit,2024-05-06,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240506/srh_20240506T064316_12200_I.fit,Bad,1,red
srh_20240506T075821_12200_I.fit,2024-05-06,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240506/srh_20240506T075821_12200_I.fit,Bad,1,red
srh_20240506T084257_12200_I.fit,2024-05-06,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240506/srh_20240506T084257_12200_I.fit,Bad,1,red
srh_20240507T001342_12200_I.fit,2024-05-07,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240507/srh_20240507T001342_12200_I.fit,Bad,1,red
srh_20240507T012848_12200_I.fit,2024-05-07,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240507/srh_20240507T012848_12200_I.fit,Bad,1,red
srh_20240507T015808_12200_I.fit,2024-05-07,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240507/srh_20240507T015808_12200_I.fit,Bad,1,red
srh_20240507T031314_12200_I.fit,2024-05-07,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240507/srh_20240507T031314_12200_I.fit,Bad,1,red
srh_20240507T065831_12200_I.fit,2024-05-07,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240507/srh_20240507T065831_12200_I.fit,Bad,1,red
srh_20240507T071346_12200_I.fit,2024-05-07,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240507/srh_20240507T071346_12200_I.fit,Bad,1,red
srh_20240507T081336_12200_I.fit,2024-05-07,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240507/srh_20240507T081336_12200_I.fit,Bad,1,red
srh_20240507T002747_12200_I.fit,2024-05-07,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240507/srh_20240507T002747_12200_I.fit,Bad,1,red
srh_20240507T025759_12200_I.fit,2024-05-07,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240507/srh_20240507T025759_12200_I.fit,Bad,1,red
srh_20240507T032829_12200_I.fit,2024-05-07,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240507/srh_20240507T032829_12200_I.fit,Bad,1,red
srh_20240507T034344_12200_I.fit,2024-05-07,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240507/srh_20240507T034344_12200_I.fit,Bad,1,red
srh_20240507T061245_12200_I.fit,2024-05-07,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240507/srh_20240507T061245_12200_I.fit,Bad,1,red
srh_20240507T074306_12200_I.fit,2024-05-07,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240507/srh_20240507T074306_12200_I.fit,Bad,1,red
srh_20240507T075821_12200_I.fit,2024-05-07,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240507/srh_20240507T075821_12200_I.fit,Bad,1,red
srh_20240507T084256_12200_I.fit,2024-05-07,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240507/srh_20240507T084256_12200_I.fit,Bad,1,red
srh_20240507T011333_12200_I.fit,2024-05-07,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240507/srh_20240507T011333_12200_I.fit,Bad,1,red
srh_20240507T024243_12200_I.fit,2024-05-07,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240507/srh_20240507T024243_12200_I.fit,Bad,1,red
srh_20240507T041304_12200_I.fit,2024-05-07,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240507/srh_20240507T041304_12200_I.fit,Bad,1,red
srh_20240507T042819_12200_I.fit,2024-05-07,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240507/srh_20240507T042819_12200_I.fit,Bad,1,red
srh_20240507T051255_12200_I.fit,2024-05-07,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240507/srh_20240507T051255_12200_I.fit,Bad,1,red
srh_20240507T062800_12200_I.fit,2024-05-07,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240507/srh_20240507T062800_12200_I.fit,Bad,1,red
srh_20240508T011332_12200_I.fit,2024-05-08,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240508/srh_20240508T011332_12200_I.fit,Bad,1,red
srh_20240508T015808_12200_I.fit,2024-05-08,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240508/srh_20240508T015808_12200_I.fit,Bad,1,red
srh_20240508T034344_12200_I.fit,2024-05-08,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240508/srh_20240508T034344_12200_I.fit,Bad,1,red
srh_20240508T052809_12200_I.fit,2024-05-08,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240508/srh_20240508T052809_12200_I.fit,Bad,1,red
srh_20240508T064315_12200_I.fit,2024-05-08,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240508/srh_20240508T064315_12200_I.fit,Bad,1,red
srh_20240508T071345_12200_I.fit,2024-05-08,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240508/srh_20240508T071345_12200_I.fit,Bad,1,red
srh_20240508T005817_12200_I.fit,2024-05-08,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240508/srh_20240508T005817_12200_I.fit,Bad,1,red
srh_20240508T025758_12200_I.fit,2024-05-08,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240508/srh_20240508T025758_12200_I.fit,Bad,1,red
srh_20240508T032828_12200_I.fit,2024-05-08,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240508/srh_20240508T032828_12200_I.fit,Bad,1,red
srh_20240508T041304_12200_I.fit,2024-05-08,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240508/srh_20240508T041304_12200_I.fit,Bad,1,red
srh_20240508T044334_12200_I.fit,2024-05-08,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240508/srh_20240508T044334_12200_I.fit,Bad,1,red
srh_20240508T054324_12200_I.fit,2024-05-08,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240508/srh_20240508T054324_12200_I.fit,Bad,1,red
srh_20240508T061244_12200_I.fit,2024-05-08,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240508/srh_20240508T061244_12200_I.fit,Bad,1,red
srh_20240508T062800_12200_I.fit,2024-05-08,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240508/srh_20240508T062800_12200_I.fit,Bad,1,red
srh_20240509T015755_12200_I.fit,2024-05-09,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240509/srh_20240509T015755_12200_I.fit,Bad,1,red
srh_20240509T022826_12200_I.fit,2024-05-09,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240509/srh_20240509T022826_12200_I.fit,Bad,1,red
srh_20240509T034331_12200_I.fit,2024-05-09,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240509/srh_20240509T034331_12200_I.fit,Bad,1,red
srh_20240509T054312_12200_I.fit,2024-05-09,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240509/srh_20240509T054312_12200_I.fit,Bad,1,red
srh_20240509T002748_12200_I.fit,2024-05-09,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240509/srh_20240509T002748_12200_I.fit,Bad,1,red
srh_20240509T014351_12200_I.fit,2024-05-09,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240509/srh_20240509T014351_12200_I.fit,Bad,1,red
srh_20240509T021311_12200_I.fit,2024-05-09,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240509/srh_20240509T021311_12200_I.fit,Bad,1,red
srh_20240509T051352_12200_I.fit,2024-05-09,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240509/srh_20240509T051352_12200_I.fit,Bad,1,red
srh_20240509T055827_12200_I.fit,2024-05-09,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240509/srh_20240509T055827_12200_I.fit,Bad,1,red
srh_20240508T001342_12200_I.fit,2024-05-08,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240508/srh_20240508T001342_12200_I.fit,Bad,1,red
srh_20240508T004302_12200_I.fit,2024-05-08,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240508/srh_20240508T004302_12200_I.fit,Bad,1,red
srh_20240508T021323_12200_I.fit,2024-05-08,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240508/srh_20240508T021323_12200_I.fit,Bad,1,red
srh_20240508T022838_12200_I.fit,2024-05-08,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240508/srh_20240508T022838_12200_I.fit,Bad,1,red
srh_20240508T024243_12200_I.fit,2024-05-08,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240508/srh_20240508T024243_12200_I.fit,Bad,1,red
srh_20240508T035748_12200_I.fit,2024-05-08,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240508/srh_20240508T035748_12200_I.fit,Bad,1,red
srh_20240508T045849_12200_I.fit,2024-05-08,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240508/srh_20240508T045849_12200_I.fit,Bad,1,red
srh_20240509T005819_12200_I.fit,2024-05-09,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240509/srh_20240509T005819_12200_I.fit,Bad,1,red
srh_20240509T012835_12200_I.fit,2024-05-09,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240509/srh_20240509T012835_12200_I.fit,Bad,1,red
srh_20240509T024341_12200_I.fit,2024-05-09,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240509/srh_20240509T024341_12200_I.fit,Bad,1,red
srh_20240509T035847_12200_I.fit,2024-05-09,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240509/srh_20240509T035847_12200_I.fit,Bad,1,red
srh_20240508T031313_12200_I.fit,2024-05-08,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240508/srh_20240508T031313_12200_I.fit,Bad,1,red
srh_20240508T042819_12200_I.fit,2024-05-08,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240508/srh_20240508T042819_12200_I.fit,Bad,1,red
srh_20240508T065830_12200_I.fit,2024-05-08,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240508/srh_20240508T065830_12200_I.fit,Bad,1,red
srh_20240508T074416_12200_I.fit,2024-05-08,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240508/srh_20240508T074416_12200_I.fit,Bad,1,red
srh_20240509T001344_12200_I.fit,2024-05-09,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240509/srh_20240509T001344_12200_I.fit,Bad,1,red
srh_20240509T004304_12200_I.fit,2024-05-09,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240509/srh_20240509T004304_12200_I.fit,Bad,1,red
srh_20240509T031301_12200_I.fit,2024-05-09,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240509/srh_20240509T031301_12200_I.fit,Bad,1,red
srh_20240509T041251_12200_I.fit,2024-05-09,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240509/srh_20240509T041251_12200_I.fit,Bad,1,red
srh_20240509T044322_12200_I.fit,2024-05-09,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240509/srh_20240509T044322_12200_I.fit,Bad,1,red
srh_20240509T052757_12200_I.fit,2024-05-09,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240509/srh_20240509T052757_12200_I.fit,Bad,1,red
srh_20240509T064303_12200_I.fit,2024-05-09,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240509/srh_20240509T064303_12200_I.fit,Bad,1,red
srh_20240509T065818_12200_I.fit,2024-05-09,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240509/srh_20240509T065818_12200_I.fit,Bad,1,red
srh_20240509T072848_12200_I.fit,2024-05-09,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240509/srh_20240509T072848_12200_I.fit,Bad,1,red
srh_20240509T075808_12200_I.fit,2024-05-09,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240509/srh_20240509T075808_12200_I.fit,Bad,1,red
srh_20240509T061343_12200_I.fit,2024-05-09,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240509/srh_20240509T061343_12200_I.fit,Bad,1,red
srh_20240509T082839_12200_I.fit,2024-05-09,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240509/srh_20240509T082839_12200_I.fit,Bad,1,red
srh_20240509T084243_12200_I.fit,2024-05-09,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240509/srh_20240509T084243_12200_I.fit,Bad,1,red
srh_20240511T002830_12200_I.fit,2024-05-11,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240511/srh_20240511T002830_12200_I.fit,Bad,1,red
srh_20240511T004345_12200_I.fit,2024-05-11,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240511/srh_20240511T004345_12200_I.fit,Bad,1,red
srh_20240511T012820_12200_I.fit,2024-05-11,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240511/srh_20240511T012820_12200_I.fit,Bad,1,red
srh_20240511T014335_12200_I.fit,2024-05-11,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240511/srh_20240511T014335_12200_I.fit,Bad,1,red
srh_20240511T021255_12200_I.fit,2024-05-11,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240511/srh_20240511T021255_12200_I.fit,Bad,1,red
srh_20240511T005750_12200_I.fit,2024-05-11,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240511/srh_20240511T005750_12200_I.fit,Bad,1,red
srh_20240511T024326_12200_I.fit,2024-05-11,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240511/srh_20240511T024326_12200_I.fit,Bad,1,red
srh_20240511T025841_12200_I.fit,2024-05-11,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240511/srh_20240511T025841_12200_I.fit,Bad,1,red
srh_20240510T004303_12200_I.fit,2024-05-10,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240510/srh_20240510T004303_12200_I.fit,Bad,1,red
srh_20240510T005818_12200_I.fit,2024-05-10,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240510/srh_20240510T005818_12200_I.fit,Bad,1,red
srh_20240510T011333_12200_I.fit,2024-05-10,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240510/srh_20240510T011333_12200_I.fit,Bad,1,red
srh_20240510T021324_12200_I.fit,2024-05-10,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240510/srh_20240510T021324_12200_I.fit,Bad,1,red
srh_20240510T024354_12200_I.fit,2024-05-10,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240510/srh_20240510T024354_12200_I.fit,Bad,1,red
srh_20240510T062848_12200_I.fit,2024-05-10,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240510/srh_20240510T062848_12200_I.fit,Bad,1,red
srh_20240510T074353_12200_I.fit,2024-05-10,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240510/srh_20240510T074353_12200_I.fit,Bad,1,red
srh_20240510T081313_12200_I.fit,2024-05-10,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240510/srh_20240510T081313_12200_I.fit,Bad,1,red
srh_20240509T074253_12200_I.fit,2024-05-09,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240509/srh_20240509T074253_12200_I.fit,Bad,1,red
srh_20240510T012848_12200_I.fit,2024-05-10,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240510/srh_20240510T012848_12200_I.fit,Bad,1,red
srh_20240510T014253_12200_I.fit,2024-05-10,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240510/srh_20240510T014253_12200_I.fit,Bad,1,red
srh_20240510T025909_12200_I.fit,2024-05-10,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240510/srh_20240510T025909_12200_I.fit,Bad,1,red
srh_20240510T044335_12200_I.fit,2024-05-10,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240510/srh_20240510T044335_12200_I.fit,Bad,1,red
srh_20240510T052857_12200_I.fit,2024-05-10,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240510/srh_20240510T052857_12200_I.fit,Bad,1,red
srh_20240510T064403_12200_I.fit,2024-05-10,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240510/srh_20240510T064403_12200_I.fit,Bad,1,red
srh_20240510T075909_12200_I.fit,2024-05-10,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240510/srh_20240510T075909_12200_I.fit,Bad,1,red
srh_20240512T012806_12200_I.fit,2024-05-12,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240512/srh_20240512T012806_12200_I.fit,Bad,1,red
srh_20240512T021351_12200_I.fit,2024-05-12,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240512/srh_20240512T021351_12200_I.fit,Bad,1,red
srh_20240512T031342_12200_I.fit,2024-05-12,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240512/srh_20240512T031342_12200_I.fit,Bad,1,red
srh_20240512T045807_12200_I.fit,2024-05-12,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240512/srh_20240512T045807_12200_I.fit,Bad,1,red
srh_20240512T074334_12200_I.fit,2024-05-12,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240512/srh_20240512T074334_12200_I.fit,Bad,1,red
srh_20240511T044307_12200_I.fit,2024-05-11,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240511/srh_20240511T044307_12200_I.fit,Bad,1,red
srh_20240511T054257_12200_I.fit,2024-05-11,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240511/srh_20240511T054257_12200_I.fit,Bad,1,red
srh_20240511T082823_12200_I.fit,2024-05-11,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240511/srh_20240511T082823_12200_I.fit,Bad,1,red
srh_20240511T042751_12200_I.fit,2024-05-11,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240511/srh_20240511T042751_12200_I.fit,Bad,1,red
srh_20240511T062843_12200_I.fit,2024-05-11,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240511/srh_20240511T062843_12200_I.fit,Bad,1,red
srh_20240511T075753_12200_I.fit,2024-05-11,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240511/srh_20240511T075753_12200_I.fit,Bad,1,red
srh_20240513T051256_12200_I.fit,2024-05-13,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240513/srh_20240513T051256_12200_I.fit,Bad,1,red
srh_20240513T052811_12200_I.fit,2024-05-13,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240513/srh_20240513T052811_12200_I.fit,Bad,1,red
srh_20240513T054327_12200_I.fit,2024-05-13,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240513/srh_20240513T054327_12200_I.fit,Bad,1,red
srh_20240513T064317_12200_I.fit,2024-05-13,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240513/srh_20240513T064317_12200_I.fit,Bad,1,red
srh_20240513T074307_12200_I.fit,2024-05-13,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240513/srh_20240513T074307_12200_I.fit,Bad,1,red
srh_20240513T075823_12200_I.fit,2024-05-13,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240513/srh_20240513T075823_12200_I.fit,Bad,1,red
srh_20240512T082809_12200_I.fit,2024-05-12,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240512/srh_20240512T082809_12200_I.fit,Bad,1,red
srh_20240514T004302_12200_I.fit,2024-05-14,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240514/srh_20240514T004302_12200_I.fit,Bad,1,red
srh_20240514T031313_12200_I.fit,2024-05-14,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240514/srh_20240514T031313_12200_I.fit,Bad,1,red
srh_20240513T011335_12200_I.fit,2024-05-13,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240513/srh_20240513T011335_12200_I.fit,Bad,1,red
srh_20240513T015810_12200_I.fit,2024-05-13,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240513/srh_20240513T015810_12200_I.fit,Bad,1,red
srh_20240513T031315_12200_I.fit,2024-05-13,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240513/srh_20240513T031315_12200_I.fit,Bad,1,red
srh_20240513T032831_12200_I.fit,2024-05-13,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240513/srh_20240513T032831_12200_I.fit,Bad,1,red
srh_20240513T061247_12200_I.fit,2024-05-13,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240513/srh_20240513T061247_12200_I.fit,Bad,1,red
srh_20240513T065832_12200_I.fit,2024-05-13,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240513/srh_20240513T065832_12200_I.fit,Bad,1,red
